Species,Longitude,Latitude,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19
poinsettii,-104.38,32.36,164,159,44,7334,340,-18,358,246,87,258,69,329,64,8,66,161,29,138,33
poinsettii,-104.37,32.27,167,158,44,7328,342,-14,356,248,90,260,72,330,65,7,67,162,29,139,34
poinsettii,-104.366,26.966,185,174,52,5540,342,12,330,240,158,250,109,336,76,5,90,208,18,179,26
poinsettii,-104.34,32.29,167,158,44,7328,342,-14,356,248,90,260,72,330,65,7,67,162,29,139,34
poinsettii,-104.313,24.536,163,173,61,3706,300,19,281,195,145,205,111,520,141,3,108,364,18,177,34
poinsettii,-104.29,23.423,132,149,60,3266,251,5,246,160,114,169,87,582,148,3,104,389,14,219,43
poinsettii,-104.29,23.414,133,148,60,3279,252,7,245,162,116,171,88,568,145,3,103,377,14,214,42
poinsettii,-104.28,23.84,186,153,57,3806,314,50,264,218,170,229,133,453,114,3,108,310,13,177,31
poinsettii,-104.279,23.437,132,149,60,3266,251,5,246,160,114,169,87,582,148,3,104,389,14,219,43
poinsettii,-104.27,23.398,133,148,60,3279,252,7,245,162,116,171,88,568,145,3,103,377,14,214,42
poinsettii,-104.261,23.419,132,149,60,3266,251,5,246,160,114,169,87,582,148,3,104,389,14,219,43
poinsettii,-104.25,23.448,141,150,60,3348,261,12,249,170,123,179,94,524,133,3,103,345,13,199,38
poinsettii,-104.24,23.418,141,150,60,3348,261,12,249,170,123,179,94,524,133,3,103,345,13,199,38
poinsettii,-104.21462,30.70593,146,153,47,6242,305,-19,324,213,108,223,63,367,70,8,78,201,26,187,31
poinsettii,-104.19,23.398,148,150,59,3424,268,17,251,177,130,186,100,516,132,3,102,337,12,202,37
poinsettii,-104.116,25.183,206,188,59,4498,354,38,316,245,188,257,144,317,78,3,95,201,14,122,23
poinsettii,-104.02841,30.16654,165,177,50,6489,334,-19,353,235,94,245,79,326,58,6,72,171,25,159,30
poinsettii,-104.01963,30.81413,149,155,47,6258,309,-17,326,216,79,227,66,378,68,9,73,199,30,184,34
poinsettii,-104.00136,30.61959,150,160,48,6225,311,-19,330,217,81,227,68,362,66,8,74,193,28,179,32
poinsettii,-104,24.516,181,180,62,3717,321,33,288,212,164,223,128,445,130,3,110,310,14,169,24
poinsettii,-103.95066,30.60981,152,162,48,6243,313,-18,331,219,83,229,69,366,66,8,74,194,28,179,32
poinsettii,-103.92305,30.6556,150,158,48,6216,310,-17,327,217,81,227,68,378,68,9,73,200,29,184,33
poinsettii,-103.9,23.5,160,162,60,3519,288,21,267,189,143,200,111,556,141,3,106,376,15,223,40
poinsettii,-103.8895,30.59353,154,165,49,6271,317,-18,335,222,85,232,72,370,66,9,73,194,29,179,32
poinsettii,-103.88946,30.59353,154,165,49,6271,317,-18,335,222,85,232,72,370,66,9,73,194,29,179,32
poinsettii,-103.866,25.166,211,177,57,4594,352,45,307,252,193,262,148,285,64,3,93,175,13,115,21
poinsettii,-103.866,23.583,167,166,60,3633,298,25,273,197,150,208,116,522,135,3,105,345,14,206,37
poinsettii,-103.84001,30.64826,154,163,48,6280,316,-17,333,222,85,233,72,379,67,9,72,197,30,181,34
poinsettii,-103.836,26.736,192,164,54,5019,338,36,302,242,168,250,122,287,68,6,90,174,19,143,30
poinsettii,-103.81011,30.588,157,167,49,6298,320,-16,336,225,88,236,74,375,65,9,70,193,30,177,34
poinsettii,-103.8,25.316,207,179,58,4567,350,42,308,248,189,258,144,281,70,3,93,176,13,104,23
poinsettii,-103.8,25.3,207,179,58,4567,350,42,308,248,189,258,144,281,70,3,93,176,13,104,23
poinsettii,-103.8,25.2,212,176,57,4662,353,46,307,254,194,264,148,271,60,3,91,165,13,107,21
poinsettii,-103.783,25.216,213,176,57,4699,354,47,307,255,195,266,148,263,58,3,91,160,13,147,21
poinsettii,-103.783,25.116,212,173,57,4576,350,47,303,252,195,263,149,277,62,3,88,165,13,116,21
poinsettii,-103.77465,30.73701,160,168,49,6446,326,-15,341,230,90,241,76,369,65,9,68,185,31,167,36
poinsettii,-103.766,25.266,210,177,57,4638,352,45,307,252,192,262,146,271,63,3,91,167,13,152,22
poinsettii,-103.7313,30.22407,154,163,49,6054,312,-15,327,219,87,229,74,380,67,8,73,198,29,185,33
poinsettii,-103.73,25.17,211,174,57,4609,351,46,305,252,193,262,147,270,60,3,90,165,13,106,22
poinsettii,-103.7,25.2,211,174,57,4610,351,47,304,253,193,263,148,267,58,3,88,162,13,105,22
poinsettii,-103.7,24.633,181,180,62,3673,320,33,287,211,140,222,129,346,94,1,104,229,10,131,19
poinsettii,-103.683,25.483,212,178,57,4764,357,45,312,256,194,266,146,251,53,3,86,146,13,125,22
poinsettii,-103.666,25.466,211,177,57,4759,356,46,310,255,193,265,146,250,52,3,84,144,13,123,22
poinsettii,-103.666,23.6,157,172,61,3486,292,14,278,185,141,197,108,604,137,5,95,376,20,234,54
poinsettii,-103.65,28.6,174,143,46,5763,319,14,305,231,109,242,94,305,61,7,75,174,27,141,32
poinsettii,-103.65,25.216,209,174,57,4597,350,46,304,250,191,260,146,269,61,3,89,164,13,103,23
poinsettii,-103.65,23.55,162,173,61,3497,297,17,280,191,146,202,113,568,132,4,96,357,18,220,51
poinsettii,-103.633,25.733,206,178,57,4779,352,41,311,250,187,260,140,254,56,4,84,147,14,125,21
poinsettii,-103.616,25.283,207,174,57,4598,349,46,303,248,189,258,144,271,61,3,88,164,13,102,25
poinsettii,-103.616,25.233,211,173,57,4628,351,48,303,252,192,262,146,261,56,3,87,156,13,100,24
poinsettii,-103.566,25.516,211,177,57,4773,356,46,310,255,193,264,145,252,53,3,76,138,15,116,25
poinsettii,-103.483,28.566,175,141,46,5706,318,17,301,231,111,242,96,295,55,7,69,158,27,130,33
poinsettii,-103.483,24.433,184,180,63,3512,321,38,283,213,168,223,134,408,114,4,103,275,15,146,24
poinsettii,-103.333,25.366,211,171,55,4908,357,49,308,257,191,266,144,223,39,2,70,111,13,110,27
poinsettii,-103.283,23.583,173,191,66,3355,310,22,288,203,156,210,126,473,115,5,95,291,17,183,44
poinsettii,-103.25,29.25,184,146,45,6250,333,15,318,248,116,259,99,364,62,8,64,174,32,163,37
poinsettii,-103.24295,30.205969,166,174,50,6406,327,-17,344,235,97,244,81,399,74,8,66,192,31,169,37
poinsettii,-103.17759,29.30532,189,151,46,6460,342,14,328,256,118,266,100,346,57,8,64,161,30,153,34
poinsettii,-103.040344,29.237803,212,163,46,6964,373,20,353,295,138,295,117,264,39,7,59,115,25,115,27
poinsettii,-102.91,25.18,200,156,55,4585,335,52,283,244,180,253,138,215,47,4,80,120,15,104,23
poinsettii,-102.9,25.18,200,156,55,4585,335,52,283,244,180,253,138,215,47,4,80,120,15,104,23
poinsettii,-102.88303,30.8904,183,166,45,7229,356,-5,361,263,106,274,88,335,60,10,56,139,35,118,38
poinsettii,-102.83298,30.80364,182,163,45,7136,351,-4,355,230,105,271,88,348,63,10,55,146,35,122,38
poinsettii,-102.65,29.1,161,129,46,5173,290,15,275,213,103,221,89,457,93,9,70,234,39,195,43
poinsettii,-102.63528,30.8768,184,160,44,7236,352,-4,356,233,106,274,88,347,65,10,57,148,35,116,38
poinsettii,-102.633,29.083,154,127,47,5037,280,11,269,204,96,212,83,480,97,10,71,249,41,207,45
poinsettii,-102.483,28.733,185,134,47,5344,316,33,283,239,126,246,110,362,81,6,74,182,29,148,32
poinsettii,-102.466,28.433,183,133,47,5237,312,34,278,234,125,242,109,337,70,5,68,164,28,138,34
poinsettii,-102.18,24.81,181,178,66,3370,312,43,269,211,165,217,132,458,96,6,79,252,25,228,44
poinsettii,-102.18,24.78,185,178,65,3410,317,46,271,215,168,222,136,452,97,5,83,253,22,229,43
poinsettii,-102.166,28,194,139,49,5353,325,43,282,248,136,256,120,369,75,7,67,172,29,147,35
poinsettii,-102.133,26.866,213,154,49,5827,354,45,309,272,151,281,134,213,39,4,55,95,22,76,29
poinsettii,-102.133,25.466,204,149,53,4626,333,56,277,245,188,256,141,344,65,6,72,182,24,127,39
poinsettii,-102.1,27.033,208,152,50,5729,347,43,304,266,146,275,129,239,44,5,56,105,23,85,30
poinsettii,-102.04,26.91,215,155,49,5887,358,46,312,276,153,285,135,218,41,4,53,95,22,74,29
poinsettii,-101.97,26.79,215,155,49,5861,358,46,312,275,153,284,136,225,42,4,57,100,22,80,29
poinsettii,-101.83,24.2,184,188,66,3519,323,39,284,216,169,223,134,354,81,5,78,193,23,187,41
poinsettii,-101.6,27.8,192,139,49,5395,323,40,283,248,133,254,117,454,96,11,68,208,37,169,41
poinsettii,-101.55977,29.8088,208,145,42,7209,362,20,342,260,118,294,110,375,66,10,52,163,41,119,45
poinsettii,-101.533,25.216,152,165,62,3639,282,20,262,186,110,192,101,505,81,14,57,232,54,185,60
poinsettii,-101.516,27.883,221,146,47,6096,366,56,310,286,157,292,138,588,116,13,65,250,46,220,50
poinsettii,-101.416,26.9,216,152,48,5980,362,47,315,277,153,287,135,368,74,8,62,167,35,138,39
poinsettii,-101.416,25.55,203,145,51,4948,334,54,280,251,151,261,136,297,57,6,66,152,30,141,39
poinsettii,-101.41,26.77,204,153,49,5930,349,37,312,265,141,274,124,369,71,8,62,167,33,139,36
poinsettii,-101.4,26.733,204,152,48,5876,348,37,311,264,141,273,125,355,69,7,64,164,30,136,33
poinsettii,-101.38889,25.51806,203,146,52,4922,334,54,280,250,150,260,136,303,57,6,65,155,29,144,38
poinsettii,-101.35,26.316,187,139,50,4984,314,39,275,235,133,244,118,297,57,6,69,152,24,127,28
poinsettii,-101.316,27.733,219,147,44,6730,376,45,331,265,148,301,129,468,88,10,60,191,40,161,46
poinsettii,-101.3,25.45,198,148,52,4855,331,51,280,245,146,254,133,333,59,6,67,169,29,158,37
poinsettii,-101.183,27.65,221,147,43,6945,382,43,339,267,148,306,129,438,82,10,59,180,41,143,46
poinsettii,-101.15,27.716,220,146,42,7158,384,39,345,267,145,308,125,437,83,10,60,181,40,141,45
poinsettii,-101.14697,30.70782,179,149,42,7186,341,-9,350,229,80,265,80,498,82,16,47,195,59,151,59
poinsettii,-101.116,25.666,194,138,51,4673,318,51,267,240,144,248,130,263,42,6,56,123,29,111,38
poinsettii,-101.066,25.583,185,139,53,4439,309,49,260,228,138,237,125,292,49,7,56,135,30,120,37
poinsettii,-101.05,25.05,184,173,56,4989,339,34,305,233,129,242,116,431,71,11,57,190,45,177,50
poinsettii,-101.0466,29.49621,211,133,40,6917,361,36,325,262,124,294,117,390,101,8,75,171,28,88,41
poinsettii,-100.95,27.35,226,147,44,6686,383,51,332,272,155,307,136,405,78,10,57,167,43,127,47
poinsettii,-100.92,25.56,184,136,53,4277,302,48,254,225,138,234,126,258,45,7,52,114,30,98,36
poinsettii,-100.9,25.35,142,147,60,3417,260,19,241,173,101,179,93,468,73,13,55,212,51,169,56
poinsettii,-100.866,27.716,223,144,42,7092,386,44,342,271,148,310,129,414,83,12,60,168,43,113,46
poinsettii,-100.85,25.45,182,139,55,4139,306,55,251,222,138,230,126,384,76,7,70,202,29,172,38
poinsettii,-100.812,25.929,206,131,47,5064,332,59,273,238,151,265,136,230,52,5,63,104,23,80,30
poinsettii,-100.79368,30.62827,181,154,43,7094,347,-8,355,230,95,267,84,536,82,18,44,204,66,163,66
poinsettii,-100.766,25.45,159,141,58,3612,275,36,239,193,118,199,108,430,75,10,64,210,39,186,44
poinsettii,-100.75,25.383,140,141,61,3209,253,22,231,170,102,175,95,477,75,13,58,221,49,173,54
poinsettii,-100.75,25.35,153,143,59,3535,270,30,240,187,113,193,104,438,69,11,59,205,44,187,49
poinsettii,-100.67065,30.509,183,156,43,7081,350,-6,356,232,97,269,87,551,81,18,44,208,67,170,68
poinsettii,-100.65,25.683,184,130,52,4221,299,52,247,226,138,233,126,307,68,6,70,149,27,120,33
poinsettii,-100.6,25.883333,194,127,49,4671,314,56,258,224,144,249,130,299,74,6,76,149,26,109,32
poinsettii,-100.593,25.809,210,127,47,5118,335,65,270,243,154,269,139,274,69,7,76,141,26,92,29
poinsettii,-100.532,25.691,199,127,48,4796,319,59,260,229,147,255,133,337,85,7,79,179,26,127,30
poinsettii,-100.53,25.86,194,126,48,4719,314,56,258,224,143,250,129,326,84,7,78,169,28,120,32
poinsettii,-100.5,25.683,208,125,46,5127,332,65,267,242,152,269,138,376,96,9,81,205,30,138,31
poinsettii,-100.483,25.683,208,125,46,5127,332,65,267,242,152,269,138,376,96,9,81,205,30,138,31
poinsettii,-100.473,26.552,221,134,44,5773,361,62,299,284,139,288,139,493,117,13,69,235,50,179,50
poinsettii,-100.458,25.65,204,126,47,4902,326,63,263,235,150,261,136,425,107,10,81,228,33,162,34
poinsettii,-100.45,25.683,208,124,46,5019,331,66,265,241,153,267,139,425,108,11,80,229,34,156,34
poinsettii,-100.316,26.066,221,124,45,5247,352,77,275,258,164,283,148,550,130,16,69,263,57,187,60
poinsettii,-100.283,25.933,224,122,44,5176,353,81,272,259,167,284,152,593,135,20,67,286,63,202,63
poinsettii,-100.262,25.87,223,121,45,5069,350,83,267,258,153,282,153,574,133,18,70,282,57,194,57
poinsettii,-100.244,26.535,220,130,44,5739,361,66,295,283,159,287,139,543,129,14,70,240,51,187,51
poinsettii,-100.233,26.533,220,130,44,5739,361,66,295,283,159,287,139,543,129,14,70,240,51,187,51
poinsettii,-100.216,26.483,218,129,44,5635,357,66,291,280,158,284,139,561,135,14,72,251,52,195,52
poinsettii,-100.183,24.683,162,157,67,2517,273,40,233,184,134,190,127,454,66,17,45,169,58,154,67
poinsettii,-100.182,24.889,143,149,67,2279,249,29,220,163,117,169,111,588,97,21,50,239,72,200,79
poinsettii,-100.168,25.956,225,123,44,5258,357,82,275,261,168,287,152,684,146,24,64,320,74,239,75
poinsettii,-100.166,25.95,225,123,44,5307,358,82,276,261,167,287,152,703,150,24,64,327,75,247,77
poinsettii,-100.15,28.116,223,137,42,6637,378,54,324,271,152,303,133,495,91,15,56,202,57,141,59
poinsettii,-100.149,26.475,228,131,43,5915,374,72,302,293,145,298,145,615,143,13,72,268,50,219,50
poinsettii,-100.11032,29.84337,185,143,42,6788,340,5,335,234,92,266,92,654,82,24,40,227,86,210,86
poinsettii,-100.083,24.816,180,154,65,2533,290,56,234,203,152,209,145,484,81,14,54,200,48,177,56
poinsettii,-100.05,25.783,226,126,44,5414,363,80,283,263,168,290,152,688,149,21,66,320,67,242,67
poinsettii,-99.77482,29.69598,188,140,42,6806,342,9,333,238,95,270,95,679,85,29,38,235,95,211,95
poinsettii,-99.76928,29.8553,180,143,42,6889,336,-2,338,230,86,263,86,696,87,28,37,241,96,217,96
poinsettii,-99.70371,29.84972,178,142,42,6801,333,-1,334,227,85,260,85,711,89,30,36,245,100,219,100
poinsettii,-99.63534,29.52278,192,135,41,6636,342,19,323,242,101,271,101,672,86,30,37,228,97,208,97
poinsettii,-99.538,26.314,230,126,42,6041,378,80,298,295,155,301,146,595,89,16,54,246,64,231,66
poinsettii,-98.93493,29.72325,193,133,41,6557,344,27,317,231,104,272,104,767,101,38,32,253,131,203,131
poinsettii,-98.819,30.506,186,141,41,6945,348,10,338,226,92,271,92,732,106,32,37,251,113,194,113
poinsettii,-98.81667,30.50724,186,141,41,6945,348,10,338,226,92,271,92,732,106,32,37,251,113,194,113
poinsettii,-98.81638,30.50357,186,141,41,6945,348,10,338,226,92,271,92,732,106,32,37,251,113,194,113
poinsettii,-98.75333,30.87175,185,144,41,7233,353,3,350,226,88,274,88,699,100,30,34,238,111,181,111
poinsettii,-98.65515,29.89663,191,134,41,6640,345,24,321,228,101,272,101,831,108,42,31,272,146,210,146
poinsettii,-98.377,29.922,191,130,40,6736,346,24,322,228,100,273,100,861,111,47,31,282,153,217,153
pyrocephalus,-104.533,19.183,261,117,73,1535,329,169,160,277,242,279,241,969,268,2,112,667,13,497,36
pyrocephalus,-104.51583,19.1325,261,115,72,1552,329,170,159,278,242,279,241,962,269,2,112,662,13,490,36
pyrocephalus,-104.366,19.116,266,112,70,1591,334,176,158,283,246,284,245,969,278,2,113,657,11,488,33
pyrocephalus,-104.315,19.05167,266,111,70,1628,335,177,158,283,246,285,245,980,285,2,113,660,11,489,31
pyrocephalus,-104.3,19.066,266,111,70,1628,335,177,158,283,246,285,245,980,285,2,113,660,11,489,31
pyrocephalus,-104.17,18.98,265,116,70,1675,337,173,164,283,245,285,244,871,246,1,111,586,7,439,24
pyrocephalus,-104.067,19.367,236,142,69,1567,333,128,205,246,225,253,213,1411,335,3,113,990,18,533,56
pyrocephalus,-104.066,19.366,236,142,69,1567,333,128,205,246,225,253,213,1411,335,3,113,990,18,533,56
pyrocephalus,-104.06,19.35,236,142,69,1567,333,128,205,246,225,253,213,1411,335,3,113,990,18,533,56
pyrocephalus,-103.95,19.166,250,135,71,1503,337,147,190,261,236,267,229,951,248,2,112,668,9,337,46
pyrocephalus,-103.95,18.95,264,128,72,1768,340,163,177,282,243,284,240,761,196,3,102,479,11,389,28
pyrocephalus,-103.833336,19.233334,254,140,70,1542,346,148,198,265,241,271,232,923,225,2,111,642,12,333,47
pyrocephalus,-103.83,19.11,243,134,70,1374,331,142,189,253,232,258,223,949,240,2,111,666,9,344,45
pyrocephalus,-103.829865,19.195663,260,140,71,1592,349,153,196,272,246,278,239,849,197,1,109,583,8,319,40
pyrocephalus,-103.817,19.269,255,142,71,1528,349,149,200,265,244,273,234,952,226,3,109,656,16,342,51
pyrocephalus,-103.816,19.183,260,140,71,1592,349,153,196,272,246,278,239,849,197,1,109,583,8,319,40
pyrocephalus,-103.8,18.81,261,130,71,1816,340,157,183,281,239,282,237,796,225,2,110,520,9,410,22
pyrocephalus,-103.766,19.2,257,140,71,1499,348,152,196,268,244,274,236,859,198,3,108,589,11,321,45
pyrocephalus,-103.766,19.116,256,137,71,1513,343,152,191,268,242,273,235,838,192,2,107,569,9,312,43
pyrocephalus,-103.75,19.19,256,140,71,1474,348,152,196,267,245,274,236,861,201,3,109,590,11,327,44
pyrocephalus,-103.716,19.316,244,142,70,1452,341,140,201,253,236,261,223,1017,247,1,114,720,8,386,42
pyrocephalus,-103.716,19.233,254,141,71,1453,347,150,197,264,243,271,234,929,217,3,110,644,13,351,48
pyrocephalus,-103.716,18.6,262,125,71,1717,337,162,175,281,240,281,239,1030,296,2,114,698,7,541,20
pyrocephalus,-103.7,19.333,241,140,70,1390,337,137,200,249,233,257,220,1055,248,2,114,735,9,410,40
pyrocephalus,-103.69,19.23,251,140,71,1397,345,148,197,260,242,267,231,974,236,3,111,678,12,383,45
pyrocephalus,-103.666,18.633,256,126,73,1553,326,155,171,272,237,273,234,1001,274,2,110,672,7,530,24
pyrocephalus,-103.666,18.583,258,124,72,1573,329,159,170,275,239,275,236,1048,295,2,112,712,7,551,22
pyrocephalus,-103.616,19.216,246,140,71,1356,341,144,197,254,238,262,227,1088,266,3,112,745,12,456,39
pyrocephalus,-103.616,19.133,248,137,70,1332,341,148,193,257,239,264,230,965,235,3,111,657,12,401,38
pyrocephalus,-103.616,18.533,263,124,71,1634,337,164,173,281,242,281,241,1061,297,2,113,725,8,569,21
pyrocephalus,-103.59,18.57,261,125,72,1586,334,161,173,278,241,278,239,1084,303,2,113,740,7,580,21
pyrocephalus,-103.583,18.533,257,123,73,1516,326,158,168,272,238,273,235,1023,279,2,110,690,7,545,25
pyrocephalus,-103.566,19.383,214,144,67,1573,316,102,214,224,205,231,190,1044,239,2,108,707,9,412,42
pyrocephalus,-103.566,19.233,247,139,70,1346,343,145,198,255,239,263,228,1127,270,2,112,766,12,473,39
pyrocephalus,-103.55,18.533,257,123,73,1516,326,158,168,272,238,273,235,1023,279,2,110,690,7,545,25
pyrocephalus,-103.49,19.34,242,143,69,1451,343,136,207,250,236,259,221,1153,267,2,109,771,13,458,40
pyrocephalus,-103.466,18.516,247,123,71,1407,321,149,172,260,232,262,227,1021,260,2,105,669,10,551,35
pyrocephalus,-103.15,19.48,212,151,64,1920,323,90,233,224,204,233,184,1166,267,3,105,746,13,489,48
pyrocephalus,-102.89,18.14,268,122,73,1349,339,172,167,281,253,282,249,1067,285,1,114,744,6,596,28
pyrocephalus,-102.865,19.21,276,143,65,1720,386,168,218,287,275,298,251,752,166,3,105,470,10,176,26
pyrocephalus,-102.81,18.1,268,122,73,1328,338,172,166,280,252,282,249,1099,289,1,113,765,5,618,26
pyrocephalus,-102.81,18.09,268,122,73,1328,338,172,166,280,252,282,249,1099,289,1,113,765,5,618,26
pyrocephalus,-102.79,18.09,267,122,73,1327,338,171,167,280,252,281,248,1107,289,1,113,769,5,624,26
pyrocephalus,-102.75,19.25,284,145,65,1802,397,175,222,296,285,308,259,663,146,2,106,418,8,159,22
pyrocephalus,-102.466,19.1,288,148,65,1806,402,175,227,299,289,312,263,678,152,2,109,436,7,157,20
pyrocephalus,-102.45,19.1,289,149,65,1828,403,174,229,299,289,313,263,683,152,2,109,437,8,155,20
pyrocephalus,-102.4,18.983,288,148,65,1770,400,175,225,292,287,311,263,716,158,3,108,461,10,151,25
pyrocephalus,-102.366,19.4,119,135,65,1710,222,16,206,130,113,139,95,1249,266,6,98,762,29,539,46
pyrocephalus,-102.366,19.083,286,151,65,1832,402,170,232,288,287,310,261,693,157,3,110,455,9,146,21
pyrocephalus,-102.35083,19.08806,283,151,64,1859,401,167,234,285,286,308,258,699,161,2,110,463,8,147,19
pyrocephalus,-102.333,19.15,246,148,66,1594,359,138,221,247,248,268,225,944,268,1,117,653,5,178,19
pyrocephalus,-102.316666,19.05,284,152,65,1831,401,168,233,286,286,309,259,694,158,3,110,459,10,143,22
pyrocephalus,-102.3,19.05,284,152,65,1831,401,168,233,286,286,309,259,694,158,3,110,459,10,143,22
pyrocephalus,-102.3,19.033,285,151,65,1802,401,170,231,288,286,309,260,686,154,3,108,451,10,142,23
pyrocephalus,-102.283,19.05,283,153,65,1854,401,166,235,285,285,308,258,691,157,3,110,459,10,142,22
pyrocephalus,-102.283,18.283,231,146,71,1335,325,122,203,242,220,245,212,984,249,3,105,631,11,360,38
pyrocephalus,-102.26667,19.05,283,153,65,1854,401,166,235,285,285,308,258,691,157,3,110,459,10,142,22
pyrocephalus,-102.266,19.05,283,153,65,1854,401,166,235,285,285,308,258,691,157,3,110,459,10,142,22
pyrocephalus,-102.266,18.183,257,137,72,1295,343,154,189,268,245,271,239,959,237,2,107,624,10,364,33
pyrocephalus,-102.233,19.05,283,154,65,1840,400,165,235,285,284,307,257,691,155,3,110,458,11,143,22
pyrocephalus,-102.216,19.15,276,154,65,1853,394,160,234,277,278,301,251,784,190,2,113,538,8,152,19
pyrocephalus,-102.13333,18.833334,289,149,66,1720,400,176,224,293,287,311,265,683,151,4,106,441,12,138,30
pyrocephalus,-102.13,18.86,289,149,66,1720,400,176,224,293,287,311,265,683,151,4,106,441,12,138,30
pyrocephalus,-102.116,18.9,288,151,66,1755,401,173,228,291,286,311,263,675,149,4,105,435,12,139,29
pyrocephalus,-102.116,18.866,289,150,66,1710,401,175,226,293,287,311,265,674,148,4,105,435,12,137,30
pyrocephalus,-102.116,18.85,289,150,66,1710,401,175,226,293,287,311,265,674,148,4,105,435,12,137,30
pyrocephalus,-102.1,17.987,273,122,74,1166,345,181,164,284,259,285,257,1063,277,1,108,664,15,575,28
pyrocephalus,-102.083,19.083,280,158,66,1816,398,161,237,283,280,304,255,757,173,2,107,494,9,158,24
pyrocephalus,-102.083,19.05,280,158,66,1816,398,161,237,283,280,304,255,757,173,2,107,494,9,158,24
pyrocephalus,-102.066,19.083,280,158,66,1816,398,161,237,283,280,304,255,757,173,2,107,494,9,158,24
pyrocephalus,-102.063,18.126,255,140,72,1230,344,152,192,265,244,268,238,885,218,2,106,562,10,333,40
pyrocephalus,-102.06,19.25,251,155,68,1583,366,141,225,251,253,274,230,918,236,2,113,626,7,174,22
pyrocephalus,-102.056335,18.790722,283,150,67,1647,393,170,223,287,279,303,259,682,159,3,104,436,10,133,32
pyrocephalus,-102.05,19.1,277,158,66,1801,395,158,237,279,277,301,252,824,195,2,110,549,9,164,21
pyrocephalus,-102.05,18.916,289,151,66,1752,402,174,228,292,287,312,264,672,149,4,104,431,12,138,31
pyrocephalus,-102.043,18.048,272,128,73,1185,350,176,174,283,259,285,256,1021,263,1,108,634,13,557,29
pyrocephalus,-102.033,18.011,274,127,74,1151,350,179,171,284,261,286,258,1014,268,1,108,624,13,543,28
pyrocephalus,-102.028,18.061,273,129,72,1180,353,176,177,283,261,285,257,989,259,1,108,609,12,533,29
pyrocephalus,-102.016,18.733,285,149,67,1639,394,172,222,289,281,305,261,650,149,3,101,409,9,128,33
pyrocephalus,-101.98,18.33,255,147,71,1298,353,148,205,264,246,270,236,790,178,2,105,509,9,307,38
pyrocephalus,-101.97487,18.5755,278,149,68,1525,384,168,216,283,272,296,255,663,156,3,101,415,10,124,36
pyrocephalus,-101.96667,19.28333,243,157,69,1527,357,132,225,244,245,264,222,1001,246,2,111,670,8,197,25
pyrocephalus,-101.966,19.283,243,157,69,1527,357,132,225,244,245,264,222,1001,246,2,111,670,8,197,25
pyrocephalus,-101.926,19.173,275,160,67,1765,393,157,236,277,276,298,250,856,230,1,112,578,7,169,17
pyrocephalus,-101.893,19.169,277,160,67,1778,396,159,237,280,278,301,253,847,236,1,113,577,8,167,14
pyrocephalus,-101.888,19.129,270,159,68,1686,387,154,233,272,271,293,247,839,218,1,112,565,7,163,18
pyrocephalus,-101.876,19.145,270,159,68,1686,387,154,233,272,271,293,247,839,218,1,112,565,7,163,18
pyrocephalus,-101.87,19.164,242,157,70,1485,356,132,224,243,244,263,222,973,244,2,111,651,8,192,25
pyrocephalus,-101.857,19.151,242,157,70,1485,356,132,224,243,244,263,222,973,244,2,111,651,8,192,25
pyrocephalus,-101.8,19.016,245,156,69,1430,358,135,223,246,246,265,225,924,232,2,112,623,8,179,23
pyrocephalus,-101.75,19,255,157,69,1470,369,144,225,256,256,275,235,872,217,1,113,592,7,167,20
pyrocephalus,-101.616,19.05,196,153,68,1474,311,88,223,197,199,216,176,1183,279,3,109,777,14,245,33
pyrocephalus,-101.6,17.633,273,122,80,759,343,192,151,279,265,282,263,990,266,1,109,589,4,366,17
pyrocephalus,-101.55,17.64,272,122,80,722,342,191,151,278,264,280,262,1016,273,1,109,609,4,378,18
pyrocephalus,-101.49,17.64,272,123,82,676,343,193,150,277,266,280,263,1017,272,1,109,617,5,386,24
pyrocephalus,-101.47,18.47,286,150,68,1494,396,177,219,288,284,305,265,735,174,2,109,479,7,151,27
pyrocephalus,-101.45,19.183,229,161,68,1675,351,115,236,228,234,253,208,1094,282,3,112,736,14,228,29
pyrocephalus,-100.967,18.4,283,148,66,1686,397,174,223,280,288,307,263,971,238,1,116,652,6,215,21
pyrocephalus,-100.966,18.4,283,148,66,1686,397,174,223,280,288,307,263,971,238,1,116,652,6,215,21
pyrocephalus,-100.916,19.55,207,162,67,1986,328,87,241,214,210,232,180,907,196,5,98,548,24,221,52
pyrocephalus,-100.916,19.5,240,163,67,1920,365,122,243,240,247,267,217,1015,204,6,93,581,26,255,73
pyrocephalus,-100.883,19.416,253,162,66,1938,379,134,245,251,259,280,229,1145,222,7,90,633,29,291,94
pyrocephalus,-100.73,19.9,147,147,66,1877,255,35,220,157,144,169,119,1043,238,10,98,637,42,251,51
pyrocephalus,-100.668,18.36,287,144,63,1916,402,175,227,283,293,315,264,981,246,2,115,659,7,220,20
pyrocephalus,-100.629,17.221,283,117,80,678,353,208,145,285,279,290,273,1090,319,1,114,718,6,415,23
pyrocephalus,-100.433,18.783,269,154,62,2136,395,150,245,266,277,301,245,1075,259,2,111,700,10,240,21
pyrocephalus,-100.43,18.8,238,149,65,1840,358,130,228,234,247,265,218,1267,284,2,109,811,13,293,39
